iter	RMSE
323	0.05727373523
324	0.05705500699
325	0.056900874
326	0.05672496533
327	0.05664671012
328	0.05652606179
329	0.056249894
330	0.05612866336
331	0.05599823564
332	0.0558651388
333	0.0555871161
334	0.05551099739
335	0.05535044681
336	0.05513419257
337	0.05507852914
338	0.05484231998
339	0.05457466282
340	0.05449884537
341	0.05441299473
342	0.05428981031
343	0.05409662327
344	0.05382360096
345	0.05366964802
346	0.05358170046
347	0.05342299396
348	0.0533068868
349	0.05318807118
350	0.05292293548
351	0.05277405884
352	0.05264485658
353	0.05254494678
354	0.05239858188
355	0.05230349797
356	0.05212188566
357	0.05204035548
358	0.05173096126
359	0.05146860352
360	0.05127491413
361	0.05109266239
362	0.05096513349
363	0.05078244157
364	0.05062460564
365	0.05047664026
366	0.05038798274
367	0.0502544122
368	0.05005507631
369	0.0497602508
370	0.04959058812
371	0.04949091594
372	0.04935591918
373	0.04929784086
374	0.04914535667
375	0.04904709227
376	0.04898000522
377	0.04893559922
378	0.04881815373
379	0.04871178918
380	0.04854192153
381	0.04849737163
382	0.04822670305
383	0.04819694129
384	0.04802685568
385	0.04793416473
386	0.04784792093
387	0.04773403501
388	0.04760161648
389	0.04743420149
390	0.04735710096
391	0.04714549697
392	0.04691005447
393	0.04677579095
394	0.04663215437
395	0.04657046645
396	0.04635761321
397	0.04619142371
398	0.04607310202
399	0.04595783346
400	0.04572820917
401	0.04564581682
402	0.04548781843
403	0.04533993446
404	0.04520100064
405	0.0450828224
406	0.04491197694
407	0.04477574257
408	0.04466672973
409	0.0445692759
410	0.04453669122
411	0.04446214454
412	0.04438352007
413	0.04426001892
414	0.04420924177
415	0.04416368913
416	0.04397097025
417	0.04389014832
418	0.04379936702
419	0.04364553273
420	0.0435515677
421	0.04331521093
422	0.04325056288
423	0.0431157091
424	0.04297993899
425	0.04290601403
426	0.04278074666
427	0.04273405993
428	0.04259822876
429	0.04254064764
430	0.04232271577
431	0.04217816911
432	0.04213001574
433	0.0420607734
434	0.04189130568
435	0.04175506775
436	0.04160829432
437	0.04149642391
438	0.04136088245
439	0.04124264332
440	0.04106734145
441	0.04100712884
442	0.04092433722
443	0.0408240052
444	0.04067497765
445	0.04045485098
446	0.0402678337
447	0.04017519478
448	0.04009557474
449	0.04003081299
450	0.03994240202
451	0.03982516758
452	0.03975343341
453	0.03952765044
454	0.0394713493
455	0.03936124177
456	0.03927993934
457	0.03924327597
458	0.03914171214
459	0.03901668072
460	0.03892787998
461	0.03886906526
462	0.03882755937
463	0.03878138385
464	0.0386464552
465	0.03847349424
466	0.03839635489
467	0.03830822123
468	0.03817543334
469	0.03806021774
470	0.03792768182
471	0.03769820429
472	0.03767140081
473	0.03749173421
474	0.0373788883
475	0.03731665522
476	0.03727955782
477	0.037090516
478	0.03702821974
479	0.03688414021
480	0.0367903533
481	0.03668871581
482	0.03663219442
483	0.03659657919
484	0.03653457407
485	0.03644852619
486	0.0363563081
487	0.03621224155
488	0.03616621552
489	0.03598342587
490	0.03592830677
491	0.03577986732
492	0.0356861818
493	0.03560586415
494	0.03546900955
495	0.03540153703
496	0.03529422033
497	0.03511070018
498	0.03507196089
499	0.03492689848
500	0.03482515266
501	0.03470733776
502	0.03467999081
503	0.03455971521
504	0.03452661017
505	0.03447207699
506	0.03436338564
507	0.03432323969
508	0.03423146127
509	0.03412342443
510	0.0340225469
511	0.03391456998
512	0.03388252966
513	0.03382901257
514	0.0337000034
515	0.03361303086
516	0.03355115018
517	0.03343328355
518	0.03330683908
519	0.03320713672
520	0.03305815312
521	0.033028475
522	0.03301161932
523	0.03293513155
524	0.03281252436
525	0.03278197919
526	0.03275086954
527	0.03260975183
528	0.03257074891
529	0.03251559562
530	0.03232401271
531	0.0321935375
532	0.03214254291
533	0.03200224161
534	0.03196075808
535	0.03181145455
536	0.03170145257
537	0.03162038078
538	0.03150556947
539	0.03142855608
540	0.031356231
541	0.03133315421
542	0.03122537047
543	0.03115260395
544	0.03100701915
545	0.0308680872
546	0.03074929759
547	0.03066342138
548	0.03058942195
549	0.03054935424
550	0.03047613659
551	0.03036191527
552	0.03031028387
553	0.03022229134
554	0.03018314556
555	0.03012918499
556	0.03007222596
557	0.03000538762
558	0.02994958824
559	0.02977970306
560	0.02965275463
561	0.02963079757
562	0.02955861417
563	0.0295021864
564	0.02940476993
565	0.02931128926
566	0.02924733249
567	0.02914162432
568	0.02904529438
569	0.02893937175
570	0.0288512651
571	0.02878872957
572	0.02876790676
573	0.02863487168
574	0.02858562562
575	0.02844879829
576	0.02832478659
577	0.02830177021
578	0.02823345299
579	0.02821031889
580	0.02806131331
581	0.02804251108
582	0.02795753115
583	0.02789072326
584	0.02778952412
585	0.02775252644
586	0.02769518244
587	0.02762000013
588	0.0274985694
589	0.02741120539
590	0.02734121843
591	0.02725821851
592	0.02716261491
593	0.02710712658
594	0.02706277416
595	0.0270267931
596	0.02700670827
597	0.02692200389
598	0.02688763511
599	0.02680833294
600	0.02668055563
601	0.02663334538
602	0.0265771149
603	0.02651801774
604	0.02648446681
605	0.02640200681
606	0.02633051672
607	0.02628170202
608	0.0262576171
609	0.02611997322
610	0.02606524644
611	0.02599207122
612	0.02587585112
613	0.02579557806
614	0.02576338894
615	0.02571334488
616	0.02566496309
617	0.0256134068
618	0.02556132858
619	0.02553237131
620	0.02544507589
621	0.02539148943
622	0.02532786823
623	0.02523711681
624	0.02519629976
625	0.02516700592
626	0.02514944166
627	0.02507105679
628	0.0249927075
629	0.02494170642
630	0.02489307723
631	0.02483643258
632	0.02479803422
633	0.02472165568
634	0.02465427132
635	0.02457735337
636	0.02452260791
637	0.02445757378
638	0.02442707156
639	0.0243802144
640	0.02434359749
641	0.0243120748
642	0.02422575368
643	0.02417494384
644	0.02405789603
645	0.02399472735
646	0.02392873189
647	0.02382517933
648	0.02377388397
649	0.02375418112
650	0.02368851799
651	0.02360372427
652	0.02353956299
653	0.02348389501
654	0.0234261687
655	0.02339779062
656	0.02335084292
657	0.02328553217
658	0.02323433318
659	0.02319066413
660	0.0231636991
661	0.02305918206
662	0.02301850759
663	0.0229968084
664	0.02290126852
665	0.02286100367
666	0.02275537674
667	0.0226722255
668	0.02263281419
669	0.02255511253
670	0.02253100655
671	0.0224824618
672	0.02243442471
673	0.02233831348
674	0.02224666571
675	0.02219980141
676	0.02218097775
677	0.02216254668
678	0.02210418874
679	0.02203684829
680	0.02197235329
681	0.0219525933
682	0.02190525
683	0.0218299351
684	0.02177338288
685	0.02171164539
686	0.02168038524
687	0.02163178227
688	0.0215306607
689	0.02145310519
690	0.02139599061
691	0.02128209636
692	0.0212194813
693	0.02114566516
694	0.02106409453
695	0.02100228326
696	0.0209795255
697	0.02092231021
698	0.0208776794
699	0.02077074666
700	0.02069113942
701	0.02062465267
702	0.02055989463
703	0.02050191325
704	0.02046774066
705	0.02043348101
706	0.02032690517
707	0.02030378341
708	0.02027330304
709	0.02022700584
710	0.02015125595
711	0.02010071365
712	0.02001527915
713	0.01995130237
714	0.0199343011
715	0.01991803428
716	0.01986839098
717	0.01982104746
718	0.01977158092
719	0.01973428843
720	0.01968049205
721	0.019619975
722	0.0195626581
723	0.01952440264
724	0.01943873389
725	0.01937141805
726	0.01928109527
727	0.01924841692
728	0.01916614156
729	0.01913958787
730	0.01909006978
731	0.01902598419
732	0.01892917856
733	0.01890136261
734	0.01885308018
735	0.01880198348
736	0.01875194865
737	0.01871612284
738	0.01867481543
739	0.01861579923
740	0.01856347939
741	0.01849359374
742	0.01843147808
743	0.01839404734
744	0.01837230486
745	0.0183358172
746	0.01829119614
747	0.01823102979
748	0.01816347019
749	0.01810791326
750	0.01809490246
751	0.01804221001
752	0.01802144169
753	0.01800053607
754	0.01795023493
755	0.01789609397
756	0.01784743855
757	0.01783491168
758	0.01778711663
759	0.01777010733
760	0.01776000411
761	0.01771521189
762	0.01770455467
763	0.01767665958
764	0.01762043877
765	0.01758316037
766	0.01755809945
767	0.01752197081
768	0.01749216472
769	0.01747342923
770	0.01743875373
771	0.01735861248
772	0.01730307593
773	0.01725339924
774	0.01723175194
775	0.01721797845
776	0.01715036101
777	0.0171387721
778	0.01709237526
779	0.01704099848
780	0.01697591074
781	0.01692062174
782	0.01688060547
783	0.01684867547
784	0.01679233434
785	0.01675635539
786	0.01668969174
787	0.01664261502
788	0.01661118505
789	0.01657563444
790	0.0165450339
791	0.01649824214
792	0.01644171975
793	0.01639323361
794	0.01633675694
795	0.01632504145
796	0.01628046752
797	0.01622735137
798	0.01618435227
799	0.01612304932
800	0.01604574648
801	0.01600666561
802	0.01595834885
803	0.01591511373
804	0.01587255777
805	0.01583781181
806	0.01581705468
807	0.01577302929
808	0.01571991856
809	0.01568466351
810	0.01567323092
811	0.01564070899
812	0.01557830169
813	0.01555330609
814	0.01551404016
815	0.01547677621
816	0.01542321478
817	0.01538327994
818	0.01530981636
819	0.01528746668
820	0.01527384246
821	0.01526016615
822	0.01524295978
823	0.01516748213
824	0.01512471212
825	0.01509651041
826	0.01504749062
827	0.0150207867
828	0.01497092401
829	0.014934984
830	0.01491883033
831	0.01487078534
832	0.01484556846
833	0.01481567892
834	0.01476611707
835	0.01473550081
836	0.01472004586
837	0.01469810049
838	0.01467051044
839	0.01462466666
840	0.01459244633
841	0.01457033349
842	0.01453915927
843	0.01449237502
844	0.01447548123
845	0.01443766942
846	0.01442910665
847	0.01438528713
848	0.01436585328
849	0.01435882198
850	0.01431442068
851	0.01428282019
852	0.01424936808
853	0.01422710737
854	0.01419401123
855	0.01414271203
856	0.01412245885
857	0.01407157202
858	0.0140627515
859	0.01401860837
860	0.01400254276
861	0.01397901151
862	0.01397237125
863	0.01394801626
864	0.01393840166
865	0.01385845167
866	0.01378846373
867	0.01375113121
868	0.01373880918
869	0.01369651547
870	0.01368535355
871	0.01365342116
872	0.01362849858
873	0.01359213485
874	0.01356490455
875	0.01353997072
876	0.0135227097
877	0.01348646056
878	0.01345505767
879	0.01339755511
880	0.01335234662
881	0.01333292558
882	0.01332022329
883	0.01324235429
884	0.01321990861
885	0.01319918563
886	0.01315892201
887	0.0131356205
888	0.01310762928
889	0.01305996354
890	0.01303502811
891	0.01300163357
892	0.01298143152
893	0.01296013186
894	0.01293522214
895	0.01290213995
896	0.01287817409
897	0.01284933852
898	0.01282249569
899	0.01281030156
900	0.01277813116
901	0.01274526377
902	0.01271226795
903	0.01269480363
904	0.01267484688
905	0.01264907168
906	0.01262101643
907	0.01256133338
908	0.01252716968
909	0.01251625956
910	0.0124699777
911	0.01241623431
912	0.0123683664
913	0.01232491345
914	0.012261737
915	0.0122326399
916	0.01221699955
917	0.01216823966
918	0.01214394157
919	0.01212473724
920	0.01210078916
921	0.0120706873
922	0.01202833738
923	0.01198691964
924	0.01196260097
925	0.0119466731
926	0.0119223322
927	0.01186907946
928	0.01185486677
929	0.01180614913
930	0.01176993298
931	0.01174074345
932	0.01172146208
933	0.01167800857
934	0.01162639647
935	0.01158258892
936	0.01153155517
937	0.01150983609
938	0.01148861498
939	0.01147310271
940	0.01143738198
941	0.01139544154
942	0.0113577309
943	0.01133013228
944	0.01127911397
945	0.01126761566
946	0.0112289357
947	0.01120084439
948	0.01116857288
949	0.01113509634
950	0.01111749261
951	0.01111189131
952	0.01107271357
953	0.01104731061
954	0.01103918843
955	0.0110269805
956	0.01099959392
957	0.01096595644
958	0.01093866053
959	0.01092518371
960	0.01091397154
961	0.01089859593
962	0.0108807016
963	0.01087434923
964	0.01087206749
965	0.01085587076
966	0.01085070492
967	0.01082292649
968	0.01080192687
969	0.01078094652
970	0.01076091115
971	0.01074339271
972	0.01072233308
973	0.01071016064
974	0.01067890378
975	0.0106673107
976	0.01064612276
977	0.01064102509
978	0.01061221082
979	0.01058800311
980	0.01056053285
981	0.01053978423
982	0.01051678758
983	0.01049665337
984	0.01046345469
985	0.01045015885
986	0.01043145511
987	0.01042162209
988	0.01037665095
989	0.01034088297
990	0.01032602983
991	0.0103191603
992	0.0102918299
993	0.01028087826
994	0.01025641523
995	0.01023232551
996	0.01019778229
997	0.01017517795
998	0.01015659192
999	0.01012541486
